soil type;rootzone thickness (cm);groundwater level (meter below surface);root zone soil moisture storage in equilibrium conditions (mm);potential capillary rise (mm/day);storage coefficient (m/m)
9;100;10;47.8;0;0.283
10;10;0;34.4;5;0.01
10;10;0.1;33.8;5;0.01
10;10;0.2;32.4;5;0.02
10;10;0.3;30.5;5;0.039
10;10;0.4;28.6;5;0.058
10;10;0.5;26.9;5;0.074
10;10;0.6;25.4;5;0.086
10;10;0.7;24.1;5;0.098
10;10;0.8;22.9;4.958;0.121
10;10;0.9;21.8;3.885;0.132
10;10;1;20.9;3.105;0.145
10;10;1.1;20;2.519;0.18
10;10;1.2;19.3;2.061;0.217
10;10;1.3;18.6;1.688;0.264
10;10;1.4;18;1.364;0.269
10;10;1.5;17.4;1.054;0.28
10;10;1.6;16.9;0.744;0.279
10;10;1.7;16.4;0.52;0.273
10;10;1.8;16;0.369;0.268
10;10;1.9;15.6;0.269;0.263
10;10;2;15.2;0.202;0.254
10;10;2.1;14.8;0.154;0.257
10;10;2.2;14.5;0.121;0.255
10;10;2.3;14.2;0.097;0.253
10;10;2.4;13.9;0.079;0.251
10;10;2.5;13.6;0.065;0.25
10;10;3;12.4;0.03;0.245
10;10;4;10.8;0.01;0.242
10;10;5;9.7;0.005;0.242
10;10;10;6.9;0;0.243
10;20;0;68.8;5;0.01
10;20;0.1;68.2;5;0.01
10;20;0.2;66.2;5;0.01
10;20;0.3;62.9;5;0.02
10;20;0.4;59.1;5;0.039
10;20;0.5;55.6;5;0.057
10;20;0.6;52.4;5;0.071
10;20;0.7;49.5;5;0.084
10;20;0.8;46.9;5;0.108
10;20;0.9;44.7;5;0.121
10;20;1;42.7;4.215;0.137
10;20;1.1;40.9;3.354;0.171
10;20;1.2;39.3;2.688;0.21
10;20;1.3;37.9;2.149;0.257
10;20;1.4;36.6;1.685;0.263
10;20;1.5;35.4;1.236;0.275
10;20;1.6;34.3;0.82;0.274
10;20;1.7;33.3;0.55;0.268
10;20;1.8;32.4;0.383;0.263
10;20;1.9;31.5;0.275;0.259
10;20;2;30.7;0.206;0.251
10;20;2.1;30;0.157;0.254
10;20;2.2;29.3;0.122;0.252
10;20;2.3;28.7;0.098;0.25
10;20;2.4;28.1;0.08;0.248
10;20;2.5;27.5;0.066;0.247
10;20;3;25.1;0.03;0.243
10;20;4;21.7;0.01;0.241
10;20;5;19.4;0.005;0.241
10;20;10;13.9;0;0.243
10;30;0;103.2;5;0.01
10;30;0.1;102.6;5;0.01
10;30;0.2;100.6;5;0.01
10;30;0.3;96.7;5;0.01
10;30;0.4;91.5;5;0.02
10;30;0.5;86.1;5;0.039
10;30;0.6;81;5;0.054
10;30;0.7;76.4;5;0.069
10;30;0.8;72.4;5;0.093
10;30;0.9;68.8;5;0.109
10;30;1;65.6;5;0.127
10;30;1.1;62.7;4.692;0.162
10;30;1.2;60.2;3.644;0.201
10;30;1.3;57.9;2.802;0.248
10;30;1.4;55.9;2.095;0.256
10;30;1.5;54;1.426;0.269
10;30;1.6;52.3;0.885;0.268
10;30;1.7;50.7;0.575;0.263
10;30;1.8;49.3;0.394;0.259
10;30;1.9;47.9;0.281;0.255
10;30;2;46.7;0.208;0.247
10;30;2.1;45.6;0.158;0.25
10;30;2.2;44.5;0.124;0.248
10;30;2.3;43.5;0.099;0.247
10;30;2.4;42.6;0.08;0.245
10;30;2.5;41.7;0.066;0.244
10;30;3;38;0.03;0.241
10;30;4;32.8;0.01;0.239
10;30;5;29.3;0.005;0.24
10;30;10;20.8;0;0.243
10;40;0;137.6;5;0.01
10;40;0.1;137;5;0.01
10;40;0.2;135;5;0.01
10;40;0.3;131.1;5;0.01
10;40;0.4;125.3;5;0.01
10;40;0.5;118.4;5;0.02
10;40;0.6;111.5;5;0.035
10;40;0.7;105.1;5;0.052
10;40;0.8;99.3;5;0.076
10;40;0.9;94.2;5;0.096
10;40;1;89.6;5;0.116
10;40;1.1;85.6;5;0.151
10;40;1.2;82;5;0.192
10;40;1.3;78.8;3.705;0.239
10;40;1.4;75.9;2.571;0.249
10;40;1.5;73.3;1.593;0.262
10;40;1.6;70.9;0.933;0.262
10;40;1.7;68.7;0.592;0.258
10;40;1.8;66.7;0.401;0.253
10;40;1.9;64.8;0.284;0.25
10;40;2;63.1;0.211;0.243
10;40;2.1;61.5;0.16;0.246
10;40;2.2;60.1;0.125;0.244
10;40;2.3;58.7;0.1;0.243
10;40;2.4;57.4;0.081;0.242
10;40;2.5;56.2;0.066;0.241
10;40;3;51.1;0.03;0.239
10;40;4;44;0.01;0.238
10;40;5;39.2;0.005;0.238
10;40;10;27.9;0;0.242
10;50;0;172;5;0.01
10;50;0.1;171.4;5;0.01
10;50;0.2;169.4;5;0.01
10;50;0.3;165.5;5;0.01
10;50;0.4;159.7;5;0.01
10;50;0.5;152.3;5;0.01
10;50;0.6;143.9;5;0.017
10;50;0.7;135.6;5;0.033
10;50;0.8;127.9;5;0.058
10;50;0.9;121.1;5;0.081
10;50;1;115;5;0.104
10;50;1.1;109.7;5;0.139
10;50;1.2;104.9;5;0.181
10;50;1.3;100.6;4.605;0.229
10;50;1.4;96.8;2.937;0.24
10;50;1.5;93.3;1.69;0.254
10;50;1.6;90.2;0.959;0.255
10;50;1.7;87.3;0.602;0.252
10;50;1.8;84.7;0.406;0.248
10;50;1.9;82.2;0.287;0.245
10;50;2;80;0.212;0.239
10;50;2.1;77.9;0.161;0.242
10;50;2.2;76;0.125;0.24
10;50;2.3;74.2;0.1;0.239
10;50;2.4;72.6;0.081;0.238
10;50;2.5;71;0.067;0.238
10;50;3;64.4;0.031;0.236
10;50;4;55.4;0.01;0.236
10;50;5;49.3;0.005;0.237
10;50;10;34.9;0;0.242
10;60;0;204.4;5;0.01
10;60;0.1;203.8;5;0.01
10;60;0.2;201.8;5;0.01
10;60;0.3;197.9;5;0.01
10;60;0.4;192.1;5;0.01
10;60;0.5;184.7;5;0.01
10;60;0.6;175.7;5;0.01
10;60;0.7;166.2;5;0.014
10;60;0.8;156.7;5;0.035
10;60;0.9;147.7;5;0.06
10;60;1;139.6;5;0.086
10;60;1.1;132.3;5;0.123
10;60;1.2;125.8;5;0.166
10;60;1.3;120.1;5;0.215
10;60;1.4;114.9;3.601;0.229
10;60;1.5;110.4;1.93;0.245
10;60;1.6;106.3;1.057;0.247
10;60;1.7;102.6;0.653;0.244
10;60;1.8;99.2;0.435;0.241
10;60;1.9;96.1;0.306;0.239
10;60;2;93.3;0.224;0.234
10;60;2.1;90.7;0.17;0.237
10;60;2.2;88.3;0.132;0.236
10;60;2.3;86.1;0.105;0.235
10;60;2.4;84;0.085;0.235
10;60;2.5;82.1;0.07;0.234
10;60;3;74.1;0.032;0.234
10;60;4;63.2;0.011;0.235
10;60;5;56.1;0.005;0.237
10;60;10;39.5;0;0.242
10;70;0;234.8;5;0.01
10;70;0.1;234.2;5;0.01
10;70;0.2;232.2;5;0.01
10;70;0.3;228.3;5;0.01
10;70;0.4;222.5;5;0.01
10;70;0.5;215.1;5;0.01
10;70;0.6;206.1;5;0.01
10;70;0.7;196.2;5;0.01
10;70;0.8;185.7;5;0.014
10;70;0.9;174.6;5;0.035
10;70;1;164;5;0.061
10;70;1.1;154.2;5;0.1
10;70;1.2;145.4;5;0.147
10;70;1.3;137.7;5;0.196
10;70;1.4;130.9;5;0.215
10;70;1.5;124.8;2.395;0.233
10;70;1.6;119.5;1.251;0.236
10;70;1.7;114.7;0.75;0.235
10;70;1.8;110.4;0.491;0.234
10;70;1.9;106.6;0.342;0.232
10;70;2;103.1;0.249;0.229
10;70;2.1;99.9;0.188;0.232
10;70;2.2;97;0.146;0.231
10;70;2.3;94.3;0.116;0.231
10;70;2.4;91.8;0.093;0.231
10;70;2.5;89.5;0.077;0.231
10;70;3;80;0.035;0.232
10;70;4;67.6;0.012;0.234
10;70;5;59.6;0.006;0.236
10;70;10;41.5;0;0.242
10;80;0;265.2;5;0.01
10;80;0.1;264.6;5;0.01
10;80;0.2;262.6;5;0.01
10;80;0.3;258.7;5;0.01
10;80;0.4;252.9;5;0.01
10;80;0.5;245.5;5;0.01
10;80;0.6;236.5;5;0.01
10;80;0.7;226.6;5;0.01
10;80;0.8;215.6;5;0.01
10;80;0.9;203.6;5;0.014
10;80;1;190.8;5;0.036
10;80;1.1;178.6;5;0.075
10;80;1.2;167.3;5;0.124
10;80;1.3;157.3;5;0.175
10;80;1.4;148.5;5;0.198
10;80;1.5;140.7;2.877;0.218
10;80;1.6;133.9;1.452;0.224
10;80;1.7;127.9;0.851;0.225
10;80;1.8;122.6;0.551;0.225
10;80;1.9;117.8;0.38;0.224
10;80;2;113.5;0.276;0.223
10;80;2.1;109.7;0.208;0.225
10;80;2.2;106.1;0.161;0.226
10;80;2.3;102.9;0.127;0.226
10;80;2.4;99.9;0.103;0.227
10;80;2.5;97.2;0.085;0.227
10;80;3;86.2;0.039;0.229
10;80;4;72.1;0.014;0.233
10;80;5;63.2;0.007;0.235
10;80;10;43.6;0;0.241
10;90;0;295.6;5;0.01
10;90;0.1;295;5;0.01
10;90;0.2;293;5;0.01
10;90;0.3;289.1;5;0.01
10;90;0.4;283.3;5;0.01
10;90;0.5;275.9;5;0.01
10;90;0.6;266.9;5;0.01
10;90;0.7;257;5;0.01
10;90;0.8;246;5;0.01
10;90;0.9;233.5;5;0.01
10;90;1;219.8;5;0.015
10;90;1.1;205.4;5;0.05
10;90;1.2;191.7;5;0.099
10;90;1.3;179.2;5;0.15
10;90;1.4;168.1;5;0.179
10;90;1.5;158.4;3.367;0.202
10;90;1.6;149.8;1.659;0.21
10;90;1.7;142.4;0.96;0.213
10;90;1.8;135.8;0.615;0.214
10;90;1.9;130;0.425;0.216
10;90;2;124.8;0.307;0.216
10;90;2.1;120.1;0.231;0.219
10;90;2.2;115.9;0.179;0.22
10;90;2.3;112.1;0.142;0.221
10;90;2.4;108.6;0.116;0.222
10;90;2.5;105.4;0.096;0.223
10;90;3;92.6;0.044;0.227
10;90;4;76.6;0.016;0.231
10;90;5;66.8;0.008;0.234
10;90;10;45.7;0;0.241
10;100;0;326;5;0.01
10;100;0.1;325.4;5;0.01
10;100;0.2;323.4;5;0.01
10;100;0.3;319.5;5;0.01
10;100;0.4;313.7;5;0.01
10;100;0.5;306.3;5;0.01
10;100;0.6;297.3;5;0.01
10;100;0.7;287.4;5;0.01
10;100;0.8;276.4;5;0.01
10;100;0.9;263.9;5;0.01
10;100;1;249.8;5;0.01
10;100;1.1;234.4;5;0.029
10;100;1.2;218.6;5;0.074
10;100;1.3;203.6;5;0.122
10;100;1.4;190;5;0.156
10;100;1.5;178;3.902;0.182
10;100;1.6;167.5;1.903;0.193
10;100;1.7;158.3;1.095;0.198
10;100;1.8;150.3;0.7;0.202
10;100;1.9;143.2;0.483;0.205
10;100;2;136.9;0.352;0.208
10;100;2.1;131.4;0.266;0.211
10;100;2.2;126.3;0.207;0.213
10;100;2.3;121.8;0.165;0.215
10;100;2.4;117.7;0.134;0.217
10;100;2.5;114;0.111;0.218
10;100;3;99.3;0.053;0.224
10;100;4;81.4;0.019;0.23
10;100;5;70.5;0.009;0.234
10;100;10;47.8;0.001;0.241
11;10;0;36;5;0.01
11;10;0.1;35.5;5;0.01
11;10;0.2;34.8;5;0.012
11;10;0.3;33.7;5;0.023
11;10;0.4;32.6;5;0.034
11;10;0.5;31.6;5;0.044
11;10;0.6;30.6;5;0.055
11;10;0.7;29.6;5;0.07
11;10;0.8;28.8;5;0.092
11;10;0.9;27.9;5;0.114
11;10;1;27.2;5;0.137
11;10;1.1;26.5;3.403;0.152
11;10;1.2;25.9;1.811;0.159
11;10;1.3;25.3;1.131;0.14
11;10;1.4;24.7;0.779;0.133
11;10;1.5;24.2;0.57;0.124
11;10;1.6;23.7;0.436;0.121
11;10;1.7;23.3;0.344;0.116
11;10;1.8;22.8;0.278;0.112
11;10;1.9;22.4;0.229;0.104
11;10;2;22.1;0.191;0.107
11;10;2.1;21.7;0.162;0.105
11;10;2.2;21.4;0.139;0.104
11;10;2.3;21;0.12;0.103
11;10;2.4;20.7;0.104;0.102
11;10;2.5;20.4;0.092;0.102
11;10;3;19.2;0.052;0.102
11;10;4;17.3;0.022;0.106
11;10;5;15.9;0.011;0.111
11;10;10;12.3;0.001;0.128
11;20;0;72;5;0.01
11;20;0.1;71.5;5;0.01
11;20;0.2;70.3;5;0.01
11;20;0.3;68.5;5;0.012
11;20;0.4;66.3;5;0.023
11;20;0.5;64.2;5;0.034
11;20;0.6;62.1;5;0.044
11;20;0.7;60.2;5;0.061
11;20;0.8;58.4;5;0.083
11;20;0.9;56.7;5;0.106
11;20;1;55.1;5;0.129
11;20;1.1;53.7;3.702;0.144
11;20;1.2;52.4;1.872;0.152
11;20;1.3;51.1;1.153;0.135
11;20;1.4;50;0.79;0.128
11;20;1.5;48.9;0.576;0.119
11;20;1.6;47.9;0.44;0.116
11;20;1.7;47;0.347;0.111
11;20;1.8;46.1;0.28;0.107
11;20;1.9;45.3;0.23;0.1
11;20;2;44.5;0.192;0.103
11;20;2.1;43.7;0.163;0.101
11;20;2.2;43;0.139;0.1
11;20;2.3;42.4;0.12;0.1
11;20;2.4;41.8;0.105;0.099
11;20;2.5;41.2;0.092;0.099
11;20;3;38.5;0.052;0.099
11;20;4;34.7;0.022;0.104
11;20;5;31.9;0.011;0.109
11;20;10;24.6;0.001;0.128
11;30;0;108;5;0.01
11;30;0.1;107.5;5;0.01
11;30;0.2;106.3;5;0.01
11;30;0.3;104;5;0.01
11;30;0.4;101.1;5;0.012
11;30;0.5;97.9;5;0.023
11;30;0.6;94.8;5;0.034
11;30;0.7;91.8;5;0.051
11;30;0.8;88.9;5;0.074
11;30;0.9;86.3;5;0.098
11;30;1;83.9;5;0.121
11;30;1.1;81.7;3.928;0.136
11;30;1.2;79.6;1.916;0.144
11;30;1.3;77.7;1.169;0.128
11;30;1.4;75.9;0.797;0.122
11;30;1.5;74.2;0.581;0.114
11;30;1.6;72.6;0.443;0.111
11;30;1.7;71.2;0.349;0.106
11;30;1.8;69.8;0.281;0.103
11;30;1.9;68.5;0.232;0.096
11;30;2;67.3;0.193;0.099
11;30;2.1;66.2;0.164;0.098
11;30;2.2;65.1;0.14;0.097
11;30;2.3;64.1;0.121;0.096
11;30;2.4;63.1;0.105;0.096
11;30;2.5;62.2;0.092;0.096
11;30;3;58.2;0.052;0.097
11;30;4;52.2;0.022;0.102
11;30;5;48;0.011;0.108
11;30;10;37;0.001;0.127
11;40;0;144;5;0.01
11;40;0.1;143.5;5;0.01
11;40;0.2;142.3;5;0.01
11;40;0.3;140;5;0.01
11;40;0.4;136.7;5;0.01
11;40;0.5;132.7;5;0.012
11;40;0.6;128.5;5;0.023
11;40;0.7;124.4;5;0.04
11;40;0.8;120.5;5;0.063
11;40;0.9;116.9;5;0.088
11;40;1;113.5;5;0.112
11;40;1.1;110.4;4.074;0.127
11;40;1.2;107.5;1.944;0.136
11;40;1.3;104.9;1.179;0.121
11;40;1.4;102.4;0.803;0.115
11;40;1.5;100.1;0.584;0.109
11;40;1.6;97.9;0.446;0.105
11;40;1.7;95.9;0.35;0.101
11;40;1.8;94;0.283;0.098
11;40;1.9;92.2;0.232;0.092
11;40;2;90.6;0.194;0.095
11;40;2.1;89;0.164;0.094
11;40;2.2;87.5;0.141;0.093
11;40;2.3;86.1;0.122;0.093
11;40;2.4;84.8;0.106;0.092
11;40;2.5;83.5;0.093;0.092
11;40;3;78.1;0.053;0.094
11;40;4;70;0.022;0.101
11;40;5;64.3;0.011;0.107
11;40;10;49.4;0.001;0.127
11;50;0;180;5;0.01
11;50;0.1;179.5;5;0.01
11;50;0.2;178.3;5;0.01
11;50;0.3;176;5;0.01
11;50;0.4;172.7;5;0.01
11;50;0.5;168.2;5;0.01
11;50;0.6;163.3;5;0.012
11;50;0.7;158.1;5;0.029
11;50;0.8;153.1;5;0.053
11;50;0.9;148.5;5;0.078
11;50;1;144.1;5;0.103
11;50;1.1;140;4.145;0.117
11;50;1.2;136.3;1.96;0.128
11;50;1.3;132.8;1.186;0.114
11;50;1.4;129.6;0.807;0.109
11;50;1.5;126.6;0.586;0.103
11;50;1.6;123.8;0.447;0.099
11;50;1.7;121.2;0.351;0.096
11;50;1.8;118.7;0.284;0.093
11;50;1.9;116.5;0.233;0.088
11;50;2;114.3;0.195;0.09
11;50;2.1;112.3;0.165;0.089
11;50;2.2;110.4;0.141;0.089
11;50;2.3;108.6;0.122;0.089
11;50;2.4;106.8;0.106;0.089
11;50;2.5;105.2;0.093;0.089
11;50;3;98.2;0.053;0.092
11;50;4;87.9;0.022;0.099
11;50;5;80.6;0.011;0.105
11;50;10;61.9;0.001;0.126
11;60;0;213.2;5;0.01
11;60;0.1;212.7;5;0.01
11;60;0.2;211.5;5;0.01
11;60;0.3;209.2;5;0.01
11;60;0.4;205.9;5;0.01
11;60;0.5;201.4;5;0.01
11;60;0.6;196;5;0.01
11;60;0.7;190.1;5;0.014
11;60;0.8;183.6;5;0.035
11;60;0.9;177.1;5;0.06
11;60;1;171;5;0.086
11;60;1.1;165.3;4.495;0.102
11;60;1.2;160;2.098;0.113
11;60;1.3;155.2;1.265;0.103
11;60;1.4;150.8;0.86;0.099
11;60;1.5;146.8;0.626;0.095
11;60;1.6;143.2;0.477;0.091
11;60;1.7;139.8;0.376;0.089
11;60;1.8;136.6;0.304;0.087
11;60;1.9;133.7;0.251;0.083
11;60;2;131;0.21;0.085
11;60;2.1;128.5;0.178;0.085
11;60;2.2;126.1;0.152;0.085
11;60;2.3;123.8;0.132;0.085
11;60;2.4;121.7;0.115;0.085
11;60;2.5;119.8;0.101;0.086
11;60;3;111.3;0.058;0.089
11;60;4;99.1;0.025;0.097
11;60;5;90.6;0.013;0.104
11;60;10;69.1;0.001;0.126
11;70;0;243.6;5;0.01
11;70;0.1;243.1;5;0.01
11;70;0.2;241.9;5;0.01
11;70;0.3;239.6;5;0.01
11;70;0.4;236.3;5;0.01
11;70;0.5;231.8;5;0.01
11;70;0.6;226.4;5;0.01
11;70;0.7;220;5;0.01
11;70;0.8;212.6;5;0.014
11;70;0.9;204;5;0.035
11;70;1;195.4;5;0.061
11;70;1.1;187.2;5;0.079
11;70;1.2;179.6;2.381;0.091
11;70;1.3;172.8;1.433;0.086
11;70;1.4;166.8;0.975;0.085
11;70;1.5;161.3;0.712;0.083
11;70;1.6;156.4;0.545;0.081
11;70;1.7;151.9;0.432;0.08
11;70;1.8;147.9;0.35;0.079
11;70;1.9;144.2;0.29;0.077
11;70;2;140.8;0.244;0.079
11;70;2.1;137.6;0.208;0.079
11;70;2.2;134.7;0.179;0.08
11;70;2.3;132;0.156;0.081
11;70;2.4;129.5;0.136;0.081
11;70;2.5;127.1;0.12;0.082
11;70;3;117.2;0.07;0.087
11;70;4;103.4;0.031;0.096
11;70;5;94.1;0.016;0.104
11;70;10;71.2;0.002;0.126
11;80;0;274;5;0.01
11;80;0.1;273.5;5;0.01
11;80;0.2;272.3;5;0.01
11;80;0.3;270;5;0.01
11;80;0.4;266.7;5;0.01
11;80;0.5;262.2;5;0.01
11;80;0.6;256.8;5;0.01
11;80;0.7;250.4;5;0.01
11;80;0.8;242.5;5;0.01
11;80;0.9;233;5;0.014
11;80;1;222.3;5;0.036
11;80;1.1;211.6;5;0.054
11;80;1.2;201.5;2.719;0.066
11;80;1.3;192.4;1.641;0.066
11;80;1.4;184.4;1.122;0.068
11;80;1.5;177.2;0.826;0.068
11;80;1.6;170.8;0.636;0.069
11;80;1.7;165.1;0.507;0.069
11;80;1.8;160;0.414;0.07
11;80;1.9;155.4;0.345;0.07
11;80;2;151.2;0.292;0.072
11;80;2.1;147.4;0.251;0.073
11;80;2.2;143.9;0.217;0.075
11;80;2.3;140.6;0.19;0.076
11;80;2.4;137.6;0.168;0.077
11;80;2.5;134.9;0.149;0.078
11;80;3;123.4;0.089;0.085
11;80;4;107.9;0.041;0.095
11;80;5;97.7;0.023;0.103
11;80;10;73.3;0.002;0.126
11;90;0;304.4;5;0.01
11;90;0.1;303.9;5;0.01
11;90;0.2;302.7;5;0.01
11;90;0.3;300.4;5;0.01
11;90;0.4;297.1;5;0.01
11;90;0.5;292.6;5;0.01
11;90;0.6;287.2;5;0.01
11;90;0.7;280.8;5;0.01
11;90;0.8;272.9;5;0.01
11;90;0.9;262.9;5;0.01
11;90;1;251.2;5;0.016
11;90;1.1;238.4;5;0.029
11;90;1.2;225.9;3.274;0.039
11;90;1.3;214.3;1.999;0.044
11;90;1.4;204;1.385;0.048
11;90;1.5;194.8;1.031;0.051
11;90;1.6;186.7;0.805;0.054
11;90;1.7;179.6;0.649;0.057
11;90;1.8;173.2;0.537;0.06
11;90;1.9;167.6;0.452;0.062
11;90;2;162.5;0.387;0.064
11;90;2.1;157.9;0.336;0.066
11;90;2.2;153.7;0.295;0.069
11;90;2.3;149.8;0.261;0.071
11;90;2.4;146.3;0.232;0.072
11;90;2.5;143;0.208;0.074
11;90;3;129.8;0.131;0.082
11;90;4;112.5;0.065;0.094
11;90;5;101.3;0.038;0.102
11;90;10;75.4;0.004;0.126
11;100;0;336;5;0.01
11;100;0.1;335.5;5;0.01
11;100;0.2;334.3;5;0.01
11;100;0.3;332;5;0.01
11;100;0.4;328.7;5;0.01
11;100;0.5;324.2;5;0.01
11;100;0.6;318.8;5;0.01
11;100;0.7;312.4;5;0.01
11;100;0.8;304.5;5;0.01
11;100;0.9;294.5;5;0.01
11;100;1;282.4;5;0.01
11;100;1.1;268.5;5;0.014
11;100;1.2;254.5;5;0.022
11;100;1.3;241.3;4.206;0.028
11;100;1.4;229.4;2.799;0.034
11;100;1.5;218.8;2.043;0.04
11;100;1.6;209.5;1.578;0.044
11;100;1.7;201.4;1.267;0.048
11;100;1.8;194.1;1.046;0.052
11;100;1.9;187.7;0.882;0.055
11;100;2;181.9;0.756;0.059
11;100;2.1;176.7;0.656;0.061
11;100;2.2;172;0.576;0.064
11;100;2.3;167.7;0.511;0.066
11;100;2.4;163.8;0.456;0.069
11;100;2.5;160.2;0.41;0.071
11;100;3;145.5;0.26;0.08
11;100;4;126.6;0.13;0.093
11;100;5;114.5;0.075;0.102
11;100;10;86.5;0.007;0.125
12;10;0;34.4;5;0.01
12;10;0.1;33.8;5;0.01
12;10;0.2;32.4;5;0.02
12;10;0.3;30.5;5;0.039
12;10;0.4;28.6;5;0.058
12;10;0.5;26.9;5;0.075
12;10;0.6;25.4;5;0.09
12;10;0.7;24.1;5;0.103
12;10;0.8;22.9;4.585;0.115
12;10;0.9;21.8;3.479;0.126
12;10;1;20.9;2.712;0.131
12;10;1.1;20;2.174;0.138
12;10;1.2;19.3;1.779;0.16
12;10;1.3;18.6;1.478;0.163
12;10;1.4;18;1.244;0.178
12;10;1.5;17.4;1.058;0.191
12;10;1.6;16.9;0.907;0.202
12;10;1.7;16.4;0.781;0.211
12;10;1.8;16;0.675;0.219
12;10;1.9;15.6;0.584;0.221
12;10;2;15.2;0.506;0.232
12;10;2.1;14.8;0.436;0.237
12;10;2.2;14.5;0.376;0.241
12;10;2.3;14.2;0.323;0.244
12;10;2.4;13.9;0.276;0.248
12;10;2.5;13.6;0.235;0.25
12;10;3;12.4;0.102;0.261
12;10;4;10.8;0.024;0.271
12;10;5;9.7;0.008;0.277
12;10;10;6.9;0;0.286
12;20;0;68.8;5;0.01
12;20;0.1;68.2;5;0.01
12;20;0.2;66.2;5;0.01
12;20;0.3;62.9;5;0.02
12;20;0.4;59.1;5;0.039
12;20;0.5;55.6;5;0.058
12;20;0.6;52.4;5;0.075
12;20;0.7;49.5;5;0.09
12;20;0.8;46.9;5;0.103
12;20;0.9;44.7;4.585;0.115
12;20;1;42.7;3.487;0.122
12;20;1.1;40.9;2.746;0.13
12;20;1.2;39.3;2.215;0.152
12;20;1.3;37.9;1.819;0.157
12;20;1.4;36.6;1.515;0.172
12;20;1.5;35.4;1.276;0.185
12;20;1.6;34.3;1.084;0.196
12;20;1.7;33.3;0.925;0.206
12;20;1.8;32.4;0.793;0.215
12;20;1.9;31.5;0.679;0.217
12;20;2;30.7;0.581;0.228
12;20;2.1;30;0.496;0.233
12;20;2.2;29.3;0.423;0.237
12;20;2.3;28.7;0.358;0.241
12;20;2.4;28.1;0.302;0.245
12;20;2.5;27.5;0.254;0.248
12;20;3;25.1;0.105;0.258
12;20;4;21.7;0.024;0.27
12;20;5;19.4;0.008;0.276
12;20;10;13.9;0;0.286
12;30;0;103.2;5;0.01
12;30;0.1;102.6;5;0.01
12;30;0.2;100.6;5;0.01
12;30;0.3;96.7;5;0.01
12;30;0.4;91.5;5;0.02
12;30;0.5;86.1;5;0.039
12;30;0.6;81;5;0.058
12;30;0.7;76.4;5;0.075
12;30;0.8;72.4;5;0.09
12;30;0.9;68.8;5;0.103
12;30;1;65.6;4.601;0.111
12;30;1.1;62.7;3.548;0.12
12;30;1.2;60.2;2.815;0.143
12;30;1.3;57.9;2.281;0.149
12;30;1.4;55.9;1.878;0.165
12;30;1.5;54;1.565;0.179
12;30;1.6;52.3;1.315;0.191
12;30;1.7;50.7;1.111;0.201
12;30;1.8;49.3;0.941;0.21
12;30;1.9;47.9;0.797;0.213
12;30;2;46.7;0.672;0.224
12;30;2.1;45.6;0.566;0.229
12;30;2.2;44.5;0.475;0.234
12;30;2.3;43.5;0.397;0.238
12;30;2.4;42.6;0.33;0.242
12;30;2.5;41.7;0.274;0.245
12;30;3;38;0.109;0.256
12;30;4;32.8;0.024;0.268
12;30;5;29.3;0.008;0.275
12;30;10;20.8;0;0.285
12;40;0;137.6;5;0.01
12;40;0.1;137;5;0.01
12;40;0.2;135;5;0.01
12;40;0.3;131.1;5;0.01
12;40;0.4;125.3;5;0.01
12;40;0.5;118.4;5;0.02
12;40;0.6;111.5;5;0.039
12;40;0.7;105.1;5;0.058
12;40;0.8;99.3;5;0.075
12;40;0.9;94.2;5;0.09
12;40;1;89.6;5;0.1
12;40;1.1;85.6;4.717;0.11
12;40;1.2;82;3.673;0.132
12;40;1.3;78.8;2.93;0.141
12;40;1.4;75.9;2.38;0.157
12;40;1.5;73.3;1.958;0.172
12;40;1.6;70.9;1.625;0.185
12;40;1.7;68.7;1.355;0.196
12;40;1.8;66.7;1.132;0.205
12;40;1.9;64.8;0.942;0.209
12;40;2;63.1;0.783;0.22
12;40;2.1;61.5;0.649;0.225
12;40;2.2;60.1;0.535;0.23
12;40;2.3;58.7;0.439;0.234
12;40;2.4;57.4;0.359;0.238
12;40;2.5;56.2;0.293;0.242
12;40;3;51.1;0.112;0.254
12;40;4;44;0.024;0.267
12;40;5;39.2;0.008;0.274
12;40;10;27.9;0;0.285
12;50;0;172;5;0.01
12;50;0.1;171.4;5;0.01
12;50;0.2;169.4;5;0.01
12;50;0.3;165.5;5;0.01
12;50;0.4;159.7;5;0.01
12;50;0.5;152.3;5;0.01
12;50;0.6;143.9;5;0.02
12;50;0.7;135.6;5;0.039
12;50;0.8;127.9;5;0.058
12;50;0.9;121.1;5;0.074
12;50;1;115;5;0.086
12;50;1.1;109.7;5;0.098
12;50;1.2;104.9;4.958;0.121
12;50;1.3;100.6;3.885;0.132
12;50;1.4;96.8;3.105;0.149
12;50;1.5;93.3;2.515;0.165
12;50;1.6;90.2;2.055;0.178
12;50;1.7;87.3;1.684;0.189
12;50;1.8;84.7;1.378;0.199
12;50;1.9;82.2;1.128;0.204
12;50;2;80;0.918;0.215
12;50;2.1;77.9;0.743;0.221
12;50;2.2;76;0.599;0.226
12;50;2.3;74.2;0.481;0.231
12;50;2.4;72.6;0.387;0.235
12;50;2.5;71;0.312;0.238
12;50;3;64.4;0.115;0.251
12;50;4;55.4;0.025;0.265
12;50;5;49.3;0.008;0.272
12;50;10;34.9;0;0.285
12;60;0;206.4;5;0.01
